date,open,close,high,low,volume,amount
2026-04-14,11.07,11.17,11.17,11.07,49615109.0,554200767.53
2026-04-15,11.16,11.21,11.22,11.15,50393793.0,564914419.5300001
2026-04-16,11.2,11.09,11.23,11.07,68091460.0,755134291.4
2026-04-17,11.09,11.01,11.11,10.99,72253042.0,795505992.42
2026-04-20,11.01,11.06,11.07,10.96,63003366.0,696817227.96
