date,open,close,high,low,volume,amount
2025-10-30,118.01,118.47,119.55,118.0,20432985.0,2420695732.95
2025-10-31,115.4,118.99,119.64,115.4,42107702.0,5010395460.98
2025-11-03,118.5,118.98,119.6,117.5,22327034.0,2656470505.32
2025-11-04,118.78,117.16,118.99,117.01,17273363.0,2023747209.08
2025-11-05,116.35,116.18,117.0,116.0,16463035.0,1912675406.3000002
2025-11-06,116.51,116.17,117.3,116.06,15467307.0,1796837054.19
2025-11-07,116.17,116.75,116.99,115.95,14543557.0,1697960279.75
2025-11-10,116.75,120.8,121.58,116.54,42906459.0,5183100247.2
2025-11-11,120.25,120.78,120.97,119.2,22926794.0,2769098179.32
2025-11-12,120.79,120.38,122.5,120.35,22254439.0,2678989366.8199997
2025-11-13,120.0,121.2,121.27,119.63,16002293.0,1939477911.6000001
2025-11-14,120.68,120.21,121.99,120.19,13924365.0,1673847916.6499999
2025-11-17,120.02,120.15,120.53,119.01,11738778.0,1410414176.7
2025-11-18,120.0,120.36,121.75,119.76,14766867.0,1777340112.12
2025-11-19,120.32,119.89,120.49,119.7,9514962.0,1140748794.18
2025-11-20,119.88,120.25,121.64,119.6,15825845.0,1903057861.25
2025-11-21,120.11,119.68,121.41,119.41,20507164.0,2454297387.52
2025-11-24,119.75,118.52,120.46,118.5,17301096.0,2050525897.9199998
2025-11-25,118.52,118.51,118.91,117.83,14660888.0,1737461836.88
2025-11-26,118.52,118.26,119.29,118.0,9169759.0,1084415699.3400002
2025-11-27,118.3,117.94,118.49,117.7,9215651.0,1086893878.94
2025-11-28,117.9,117.85,117.94,117.35,8029619.0,946290599.15
2025-12-01,117.8,117.65,118.62,117.1,12091201.0,1422529797.65
2025-12-02,117.6,116.57,117.77,116.5,12492841.0,1456290475.37
2025-12-03,116.72,115.6,117.05,115.5,16587100.0,1917468760.0
2025-12-04,115.61,114.45,115.75,114.12,16929153.0,1937541560.8500001
2025-12-05,114.47,114.96,115.37,114.21,11768183.0,1352870317.6799998
2025-12-08,114.85,113.27,115.13,113.1,27697874.0,3137338187.98
2025-12-09,113.0,110.88,113.08,110.5,30431037.0,3374193382.56
