date,open,close,high,low,volume,amount
2025-10-30,59.3,58.65,60.1,58.58,74571283.0,4373605747.95
2025-10-31,58.99,57.83,58.99,57.8,57254154.0,3311007725.8199997
2025-11-03,58.27,58.31,58.7,57.86,41143033.0,2399050254.23
2025-11-04,58.35,58.94,59.13,58.2,51812600.0,3053834644.0
2025-11-05,58.4,58.32,58.84,57.92,40215785.0,2345384581.2
2025-11-06,58.35,58.9,59.28,58.34,54734599.0,3223867881.1
2025-11-07,58.78,58.89,59.15,58.66,37191041.0,2190180404.4900002
2025-11-10,58.85,59.3,59.4,58.44,52948721.0,3139859155.2999997
2025-11-11,59.3,59.2,59.5,58.81,36250376.0,2146022259.2
2025-11-12,59.3,60.03,60.79,59.3,149024584.0,8945945777.52
2025-11-13,60.29,60.88,61.38,60.29,89018699.0,5419458395.12
2025-11-14,60.85,60.65,62.27,60.65,75274101.0,4565374225.65
2025-11-17,60.69,59.83,61.0,59.46,56019716.0,3351659608.2799997
2025-11-18,59.67,59.62,60.15,59.48,44571218.0,2657336017.16
2025-11-19,59.8,60.37,61.12,59.71,70586509.0,4261307548.33
2025-11-20,60.6,60.2,61.15,60.03,39449064.0,2374833652.8
2025-11-21,60.0,58.91,60.1,58.88,68557969.0,4038749953.79
2025-11-24,59.16,58.4,59.2,58.35,53470919.0,3122701669.6
2025-11-25,58.68,59.47,59.82,58.23,48777097.0,2900773958.59
2025-11-26,59.66,59.78,60.22,59.32,43469273.0,2598593139.94
2025-11-27,59.5,59.34,59.73,58.7,50570087.0,3000828962.5800004
2025-11-28,59.21,58.99,59.29,58.51,43355814.0,2557559467.86
2025-12-01,58.91,58.63,59.18,58.41,44580406.0,2613749203.78
2025-12-02,58.8,58.8,59.4,58.45,37383734.0,2198163559.2
2025-12-03,58.75,58.35,59.02,58.15,33549447.0,1957610232.45
2025-12-04,58.35,58.55,58.55,58.21,21766366.0,1274420729.3
2025-12-05,58.65,61.99,62.2,58.55,137794827.0,8541901325.7300005
2025-12-08,62.04,63.4,63.8,62.0,102997868.0,6530064831.2
2025-12-09,63.4,62.45,63.69,62.42,48373102.0,3020900219.9
2025-12-10,62.66,62.55,63.06,62.13,44882218.0,2807382735.9
2025-12-11,62.8,62.53,63.36,62.17,47796340.0,2988705140.2000003
2025-12-12,62.56,63.91,64.09,62.41,109176025.0,6977439757.75
2025-12-15,63.68,67.08,67.44,63.52,154664260.0,10374878560.8
2025-12-16,66.71,67.0,68.11,66.16,105682134.0,7080702978.0
2025-12-17,67.05,68.05,68.63,66.65,96211778.0,6547211492.9
2025-12-18,67.88,68.5,68.58,67.59,56360590.0,3860700415.0
2025-12-19,68.15,68.75,68.78,67.6,63847643.0,4389525456.25
2025-12-22,68.7,68.54,69.27,68.2,55694201.0,3817280536.5400004
2025-12-23,68.56,69.49,70.24,68.35,76571991.0,5320987654.589999
2025-12-24,69.17,69.03,69.38,68.35,51131950.0,3529638508.5
2025-12-25,69.0,70.8,71.98,68.98,77789813.0,5507518760.4
2025-12-26,70.44,71.16,71.96,70.43,65701677.0,4675331335.32
2025-12-29,71.0,69.88,71.66,69.79,65566518.0,4581788277.84
2025-12-30,69.75,68.8,70.23,68.39,104667372.0,7201115193.599999
2025-12-31,68.78,68.4,69.23,68.15,45806869.0,3133189839.6000004
2026-01-05,69.2,72.36,73.0,69.2,122883100.0,8891821116.0
2026-01-06,72.4,74.32,74.88,72.4,146851648.0,10914014479.359999
2026-01-07,73.89,73.45,74.7,73.29,91969506.0,6755160215.7
2026-01-08,73.37,70.38,73.4,69.66,168539173.0,11861786995.74
2026-01-09,70.6,69.0,71.28,68.24,206334825.0,14237102925.0
2026-01-12,68.9,67.55,69.0,67.22,185166118.0,12507971270.9
2026-01-13,67.8,68.2,69.98,67.78,150215050.0,10244666410.0
2026-01-14,68.35,67.0,68.93,66.82,143110900.0,9588430300.0
2026-01-15,66.9,67.41,68.38,66.69,106661426.0,7190046726.66
2026-01-16,67.6,66.33,67.94,65.8,135609994.0,8995010902.02
2026-01-19,66.28,66.3,66.95,65.91,83868106.0,5560455427.8
2026-01-20,66.35,66.6,67.77,66.11,98849999.0,6583409933.4
2026-01-21,66.64,65.85,67.18,65.65,93540213.0,6159623026.049999
2026-01-22,66.13,64.8,66.58,64.52,114392226.0,7412616244.799999
2026-01-23,65.2,63.9,65.48,63.66,140769883.0,8995195523.699999
2026-01-26,64.0,64.14,66.25,63.77,201384596.0,12916807987.44
2026-01-27,64.31,65.31,66.35,64.27,150884105.0,9854240897.550001
2026-01-28,65.87,64.75,66.05,64.43,199285418.0,12903730815.5
2026-01-29,65.03,68.0,68.03,64.53,275571332.0,18738850576.0
2026-01-30,68.01,66.75,68.69,66.39,160322836.0,10701549303.0
2026-02-02,66.35,66.02,68.33,65.73,135454854.0,8942729461.08
2026-02-03,66.9,66.58,67.4,65.62,103322505.0,6879212382.9
2026-02-04,66.45,67.4,67.45,66.23,87740307.0,5913696691.8
2026-02-05,67.17,67.35,67.99,66.16,90819121.0,6116667799.349999
2026-02-06,66.88,66.9,67.61,66.42,74927488.0,5012648947.200001
2026-02-09,67.45,68.7,69.1,67.11,102123690.0,7015897503.0
