date,open,close,high,low,volume,amount
2025-10-30,64.02,62.88,64.02,62.87,60874000.0,3827757120.0
2025-10-31,63.36,64.15,65.49,63.2,83706390.0,5369764918.5
2025-11-03,64.96,63.4,64.99,62.82,46030561.0,2918337567.4
2025-11-04,63.42,61.92,63.45,61.55,51560966.0,3192655014.7200003
2025-11-05,61.3,61.96,62.49,61.22,33438078.0,2071823312.88
2025-11-06,61.95,62.42,62.5,61.47,25252395.0,1576254495.9
2025-11-07,62.0,61.58,62.49,61.5,27065428.0,1666689056.24
2025-11-10,61.57,61.83,61.93,60.96,39624830.0,2450003238.9
2025-11-11,61.95,61.06,62.2,61.0,27515998.0,1680126837.88
2025-11-12,61.09,62.1,62.86,61.09,51426776.0,3193602789.6
2025-11-13,62.69,63.56,63.79,62.23,50831837.0,3230871559.7200003
2025-11-14,63.45,62.9,63.9,62.76,31950414.0,2009681040.6
2025-11-17,62.89,61.8,63.05,61.41,31538452.0,1949076333.6
2025-11-18,61.61,61.78,62.85,61.52,21910059.0,1353603445.02
2025-11-19,61.5,61.11,61.78,61.02,21116242.0,1290413548.62
2025-11-20,61.23,60.63,61.65,60.54,25348006.0,1536849603.78
2025-11-21,60.33,59.5,61.1,59.31,44733534.0,2661645273.0
2025-11-24,60.04,60.66,61.1,59.96,34397324.0,2086541673.84
2025-11-25,61.1,60.88,61.61,60.53,26504513.0,1613594751.44
2025-11-26,61.5,62.36,62.8,61.03,43986195.0,2742979120.2
2025-11-27,62.6,62.09,62.96,61.94,25730763.0,1597623074.67
2025-11-28,62.36,62.08,62.36,61.61,20277619.0,1258834587.52
2025-12-01,62.08,61.94,62.09,61.06,25483095.0,1578422904.3
2025-12-02,61.9,61.12,61.9,61.0,18230614.0,1114255127.68
2025-12-03,61.1,60.97,61.55,60.7,19852976.0,1210435946.72
2025-12-04,61.01,61.25,61.49,60.97,18040766.0,1104996917.5
2025-12-05,61.19,61.62,61.79,60.7,23117615.0,1424507436.3
2025-12-08,62.6,62.46,63.55,61.92,50861759.0,3176825467.14
2025-12-09,62.32,63.08,64.15,62.3,49359339.0,3113587104.12
2025-12-10,63.15,63.38,63.56,62.27,28895961.0,1831426008.18
2025-12-11,63.56,63.4,63.94,63.11,24706127.0,1566368451.8
2025-12-12,63.28,63.28,63.28,62.26,31562926.0,1997301957.28
2025-12-15,62.68,61.38,62.68,61.38,29007220.0,1780463163.6000001
2025-12-16,61.38,59.15,61.49,58.68,52378486.0,3098187446.9
2025-12-17,59.35,60.3,60.8,59.01,33041782.0,1992419454.6
2025-12-18,60.05,60.0,60.57,59.95,17930929.0,1075855740.0
2025-12-19,60.07,60.85,61.38,59.91,28835842.0,1754660985.7
2025-12-22,60.81,60.93,61.5,60.33,23670924.0,1442269399.32
2025-12-23,60.85,61.8,62.56,60.84,32919095.0,2034400071.0
2025-12-24,61.67,61.23,62.0,61.08,25050206.0,1533824113.3799999
2025-12-25,61.22,61.4,61.66,61.03,15518175.0,952815945.0
2025-12-26,61.3,61.06,61.66,60.6,21430781.0,1308563487.8600001
2025-12-29,61.06,60.51,61.27,60.41,28575162.0,1729083052.62
2025-12-30,60.4,60.18,60.6,59.9,25330461.0,1524387142.98
2025-12-31,60.16,59.57,60.36,59.5,26827896.0,1598137764.72
2026-01-05,60.06,63.08,63.49,59.99,85117028.0,5369182126.24
2026-01-06,63.36,63.06,63.48,62.4,46352457.0,2922985938.42
2026-01-07,63.01,63.85,64.8,63.0,52465173.0,3349901296.05
2026-01-08,65.0,63.6,65.05,63.03,44774854.0,2847680714.4
2026-01-09,63.58,63.78,64.2,62.8,42635753.0,2719308326.34
2026-01-12,64.1,63.85,64.3,63.21,42877019.0,2737697663.15
2026-01-13,64.3,64.52,65.83,64.05,74034035.0,4776675938.2
2026-01-14,64.55,63.61,65.6,63.2,62925534.0,4002693217.74
2026-01-15,63.18,63.17,63.83,62.7,46761236.0,2953907278.12
2026-01-16,63.35,61.94,63.52,61.66,52378628.0,3244332218.3199997
2026-01-19,61.8,61.12,62.38,60.66,47389096.0,2896421547.52
2026-01-20,61.13,60.5,61.65,60.4,42775492.0,2587917266.0
2026-01-21,60.51,60.1,60.88,59.86,54603508.0,3281670830.8
2026-01-22,60.36,59.44,60.36,59.3,53706813.0,3192332964.72
2026-01-23,59.73,58.99,60.27,58.76,80804300.0,4766645657.0
2026-01-26,58.99,58.16,59.16,58.05,72732888.0,4230144766.08
2026-01-27,58.39,57.2,58.49,57.14,63725548.0,3645101345.6000004
2026-01-28,57.44,56.55,57.8,56.3,87875043.0,4969333681.65
2026-01-29,56.35,58.11,58.37,56.08,113782475.0,6611899622.25
2026-01-30,58.0,58.16,59.79,57.76,85204489.0,4955493080.24
2026-02-02,57.76,56.49,58.33,56.31,60957998.0,3443517307.02
2026-02-03,57.0,57.47,57.69,56.5,49883453.0,2866802043.91
2026-02-04,57.3,57.6,57.7,56.23,48924296.0,2818039449.6
2026-02-05,57.5,58.16,58.47,57.3,51774555.0,3011208118.7999997
2026-02-06,57.74,57.31,58.15,57.24,36090365.0,2068338818.15
2026-02-09,57.75,57.45,57.89,57.0,36611688.0,2103341475.6000001
2026-02-10,57.46,58.4,59.04,57.05,64886069.0,3789346429.6
2026-02-11,58.4,58.9,59.95,58.35,57368008.0,3378975671.2
2026-02-12,58.6,58.74,59.49,58.5,34868980.0,2048203885.2
2026-02-13,58.76,58.23,59.05,58.13,34356810.0,2000597046.3
2026-02-24,58.31,58.01,58.48,57.72,33898134.0,1966430753.34
2026-02-25,57.98,57.86,58.2,57.58,42157937.0,2439258234.82
2026-02-26,57.86,56.72,58.1,56.6,50898707.0,2886974661.04
2026-02-27,56.62,56.56,57.27,56.3,36364110.0,2056754061.6000001
2026-03-02,55.58,54.54,56.08,54.2,74206195.0,4047205875.2999997
2026-03-03,54.7,53.61,55.33,53.45,60139910.0,3224100575.1
2026-03-04,53.22,52.98,53.9,52.67,47151820.0,2498103423.6
2026-03-05,53.41,53.72,54.84,53.1,48485984.0,2604667060.48
2026-03-06,53.6,55.56,55.67,53.4,62911930.0,3495386830.8
2026-03-09,54.78,54.94,55.18,54.05,42623328.0,2341725640.3199997
2026-03-10,55.3,56.55,56.75,55.3,47360492.0,2678235822.6
2026-03-11,56.45,55.83,56.55,55.6,32125928.0,1793590560.24
2026-03-12,55.8,55.3,56.04,55.23,26669135.0,1474803165.5
2026-03-13,55.3,55.11,55.63,54.95,24416444.0,1345590228.84
2026-03-16,55.21,55.59,56.05,54.52,30775144.0,1710790254.96
2026-03-17,55.69,56.3,57.44,55.38,50411099.0,2838144873.7
2026-03-18,56.26,56.88,57.08,56.02,39379311.0,2239895209.6800003
2026-03-19,56.17,56.02,57.03,55.91,34364651.0,1925107749.0200002
2026-03-20,56.19,55.14,56.76,55.05,34739510.0,1915536581.4
2026-03-23,54.18,52.78,54.35,52.41,48770157.0,2574088886.46
2026-03-24,53.27,53.64,53.74,52.81,34835504.0,1868576434.56
2026-03-25,54.0,54.1,54.86,53.84,41152562.0,2226353604.2000003
2026-03-26,53.28,51.63,54.1,51.54,64941653.0,3352937544.3900003
2026-03-27,51.3,55.18,55.48,51.11,99119628.0,5469421073.04
2026-03-30,54.73,55.76,56.1,54.61,69727079.0,3887981925.04
2026-03-31,55.86,55.22,57.38,55.2,69292392.0,3826325886.24
2026-04-01,56.03,57.73,57.78,55.6,100551656.0,5804847100.88
2026-04-02,57.74,57.37,58.35,57.01,76516985.0,4389779429.45
2026-04-03,56.98,56.38,56.99,56.1,45491605.0,2564816689.9
2026-04-07,56.51,56.12,56.85,55.0,40146688.0,2253032130.56
2026-04-08,57.01,57.45,57.64,55.91,73446290.0,4219489360.5
2026-04-09,56.92,56.96,57.97,56.71,48075474.0,2738378999.04
2026-04-10,57.5,57.06,58.14,56.8,58779469.0,3353956501.1400003
2026-04-13,56.6,55.2,56.64,55.01,79604438.0,4394164977.6
2026-04-14,55.35,56.18,56.31,54.8,57445650.0,3227296617.0
2026-04-15,57.94,57.73,58.45,57.04,102947951.0,5943185211.23
2026-04-16,57.98,57.47,58.0,57.02,57671843.0,3314400817.21
2026-04-17,57.2,56.33,57.2,56.01,63252368.0,3563005889.44
2026-04-20,56.33,56.34,56.68,55.83,43304862.0,2439795925.08
2026-04-21,56.35,55.75,56.76,55.55,43275130.0,2412588497.5
2026-04-22,55.6,55.44,55.94,54.94,52356307.0,2902633660.08
2026-04-23,56.03,56.4,57.96,56.03,96393800.0,5436610320.0
2026-04-24,56.5,56.05,56.75,55.32,55779762.0,3126455660.1
2026-04-27,56.06,55.38,56.07,55.2,45552955.0,2522722647.9
2026-04-28,55.38,54.84,57.35,54.8,90311952.0,4952707447.68
