date,open,close,high,low,volume,amount
2026-01-08,40.43,40.44,40.48,40.28,27093040.0,1095642537.6
2026-01-09,40.43,40.48,40.53,40.36,29290916.0,1185696279.6799998
2026-01-12,40.47,40.53,40.58,40.26,39308410.0,1593169857.3
2026-01-13,40.6,40.33,40.65,40.25,46147014.0,1861109074.62
2026-01-14,40.31,40.2,40.39,40.16,45444621.0,1826873764.2
2026-01-15,40.2,40.12,40.33,40.1,32484665.0,1303284759.8
2026-01-16,40.22,40.35,40.48,40.22,45931038.0,1853317383.3
2026-01-19,40.36,40.53,40.64,40.36,41436614.0,1679425965.42
2026-01-20,40.54,41.28,41.35,40.46,90636128.0,3741459363.84
2026-01-21,41.3,40.77,41.34,40.65,66252489.0,2701113976.53
2026-01-22,40.79,40.85,41.05,40.58,47174320.0,1927070972.0
2026-01-23,39.97,39.43,39.97,39.4,68553498.0,2703064426.14
2026-01-26,39.43,39.07,39.58,39.02,62856664.0,2455809862.48
2026-01-27,39.1,38.91,39.3,38.89,46123109.0,1794650171.1899998
2026-01-28,38.91,38.33,38.91,38.28,72208428.0,2767749045.24
2026-01-29,38.27,38.88,38.97,37.99,74727179.0,2905392719.52
2026-01-30,38.85,38.7,39.19,38.63,44910424.0,1738033408.8000002
2026-02-02,38.6,38.54,39.08,38.5,36721973.0,1415264839.42
2026-02-03,38.53,38.36,38.79,38.18,37633116.0,1443606329.76
2026-02-04,38.26,38.88,38.88,38.18,37966378.0,1476132776.64
2026-02-05,38.75,38.92,39.0,38.63,34611483.0,1347078918.3600001
2026-02-06,38.8,38.56,38.99,38.52,29860626.0,1151425738.5600002
2026-02-09,38.61,38.62,38.7,38.54,23833517.0,920450426.54
2026-02-10,38.62,38.8,38.83,38.54,23227460.0,901225447.9999999
2026-02-11,38.78,38.72,38.86,38.69,18223907.0,705629679.04
2026-02-12,38.64,38.43,38.7,38.39,27163335.0,1043886964.05
2026-02-13,38.43,38.37,38.52,38.26,19719414.0,756633915.18
2026-02-24,38.6,38.43,38.65,38.38,25206142.0,968672037.06
2026-02-25,38.48,38.49,38.78,38.42,33846463.0,1302750360.8700001
2026-02-26,37.5,37.59,37.94,37.5,84341374.0,3170392248.6600003
2026-02-27,37.58,37.45,37.67,37.22,47221795.0,1768456222.7500002
2026-03-02,37.3,37.2,37.36,37.01,45275145.0,1684235394.0000002
2026-03-03,37.19,37.09,37.45,37.01,45709825.0,1695377409.2500002
2026-03-04,37.0,36.89,37.03,36.6,42985882.0,1585749186.98
2026-03-05,36.93,37.04,37.12,36.93,24140281.0,894156008.24
2026-03-06,37.0,37.4,37.43,36.85,26663501.0,997214937.4
2026-03-09,37.2,37.33,37.48,37.03,30094311.0,1123420629.6299999
2026-03-10,37.37,37.74,37.74,37.34,28565386.0,1078057667.64
2026-03-11,37.75,37.8,37.87,37.54,27614505.0,1043828288.9999999
2026-03-12,37.7,37.88,37.92,37.58,23999721.0,909109431.48
2026-03-13,37.88,38.6,38.66,37.8,59326449.0,2290000931.4
2026-03-16,38.5,38.78,38.9,38.39,42274002.0,1639385797.56
2026-03-17,38.9,38.94,39.2,38.83,43806523.0,1705826005.62
2026-03-18,38.94,39.02,39.05,38.71,35354959.0,1379550500.18
2026-03-19,38.8,38.56,38.98,38.44,31205238.0,1203273977.28
2026-03-20,38.55,38.22,38.77,38.13,44759999.0,1710727161.78
2026-03-23,37.72,36.94,37.75,36.83,55367938.0,2045291629.7199998
2026-03-24,37.15,37.6,37.69,37.02,33340047.0,1253585767.2
2026-03-25,37.68,38.13,38.15,37.55,26114192.0,995734140.96
2026-03-26,38.16,37.94,38.35,37.9,19284413.0,731650629.2199999
2026-03-27,37.61,37.88,38.01,37.48,19194682.0,727094554.1600001
2026-03-30,37.51,37.65,37.76,37.4,21303166.0,802064199.9
2026-03-31,37.65,37.82,38.37,37.65,30643446.0,1158935127.72
2026-04-01,38.07,38.02,38.13,37.83,19276933.0,732908992.6600001
2026-04-02,38.0,37.85,38.01,37.7,19646235.0,743609994.75
2026-04-03,37.81,37.47,37.91,37.38,17213519.0,644990556.93
2026-04-07,37.48,37.33,37.51,37.07,20834069.0,777735795.77
2026-04-08,37.64,37.8,37.86,37.6,28502074.0,1077378397.1999998
2026-04-09,37.6,37.32,37.78,37.21,25475196.0,950734314.72
2026-04-10,37.29,37.34,37.44,37.15,17131185.0,639678447.9000001
2026-04-13,37.28,37.16,37.28,37.04,18407516.0,684023294.56
2026-04-14,37.2,37.28,37.35,37.1,20105900.0,749547952.0
2026-04-15,37.33,37.39,37.46,37.21,22335168.0,835111931.52
2026-04-16,37.4,37.32,37.52,37.23,21937531.0,818708656.92
2026-04-17,37.25,36.95,37.25,36.93,38950350.0,1439215432.5
2026-04-20,36.93,36.94,37.01,36.8,26978643.0,996591072.42
2026-04-21,36.98,36.91,37.2,36.88,27651661.0,1020622807.5099999
2026-04-22,36.91,36.94,36.95,36.61,22773863.0,841266499.2199999
2026-04-23,36.95,36.96,37.08,36.78,22508945.0,831930607.2
2026-04-24,36.81,37.11,37.16,36.71,30838324.0,1144410203.6399999
2026-04-27,37.01,37.51,37.85,36.98,45172356.0,1694415073.56
2026-04-28,37.41,38.44,38.47,37.36,72504286.0,2787064753.8399997
