date,open,close,high,low,volume,amount
2025-10-30,405.98,398.29,409.08,396.83,34306088.0,13663771789.52
2025-10-31,398.0,388.77,406.8,388.2,34048350.0,13236977029.5
2025-11-03,387.0,386.86,391.91,375.77,26368177.0,10200792954.220001
2025-11-04,383.06,378.95,386.5,374.0,23939074.0,9071712092.3
2025-11-05,372.85,388.7,393.0,372.0,31142532.0,12105102188.4
2025-11-06,390.0,394.68,399.49,388.7,23447477.0,9254250222.36
2025-11-07,393.5,395.37,397.51,388.88,16554892.0,6545307650.04
2025-11-10,398.4,384.51,400.31,383.32,23895991.0,9188247499.41
2025-11-11,386.0,385.6,394.77,384.5,19303175.0,7443304280.0
2025-11-12,390.78,386.38,392.99,383.98,21299825.0,8229826383.5
2025-11-13,385.05,415.6,421.3,385.05,56265449.0,23383920604.4
2025-11-14,407.0,404.12,414.6,403.88,24172120.0,9768437134.4
2025-11-17,388.0,390.78,392.4,382.5,47685503.0,18634540862.34
2025-11-18,389.0,385.0,398.63,381.0,39565814.0,15232838390.0
2025-11-19,385.5,391.1,398.44,384.96,29266686.0,11446200894.6
2025-11-20,394.9,379.39,395.0,377.01,33674285.0,12775686986.15
2025-11-21,375.0,370.0,383.0,370.0,31631335.0,11703593950.0
2025-11-24,373.8,370.55,374.9,367.18,22845819.0,8465518230.45
2025-11-25,375.0,372.36,379.66,370.59,20633246.0,7682995480.56
2025-11-26,375.5,372.82,375.5,370.07,18910660.0,7050272261.2
2025-11-27,373.0,371.2,378.88,370.0,22200259.0,8240736140.8
2025-11-28,370.5,373.2,375.48,366.16,20340263.0,7590986151.599999
2025-12-01,374.76,382.97,382.97,374.03,26751013.0,10244835448.61
2025-12-02,383.5,380.08,384.98,377.4,16348461.0,6213723056.88
2025-12-03,380.09,376.08,383.37,375.0,13991135.0,5261786050.8
2025-12-04,379.19,383.35,383.6,375.15,19165809.0,7347212880.150001
2025-12-05,387.2,389.09,389.31,382.0,23291559.0,9062512691.31
2025-12-08,390.43,392.5,395.38,385.5,21659758.0,8501455015.0
2025-12-09,391.5,387.59,392.26,386.0,18691773.0,7244744297.07
2025-12-10,385.05,382.38,388.0,377.26,19433405.0,7430945403.9
2025-12-11,384.9,388.99,398.86,383.38,28215378.0,10975499888.22
2025-12-12,392.0,391.8,393.39,385.5,24002022.0,9403992219.6
2025-12-15,391.5,385.5,394.97,385.21,18274993.0,7045009801.5
2025-12-16,386.0,378.41,389.08,378.03,19121676.0,7235833415.160001
2025-12-17,376.45,383.42,384.5,375.06,22257408.0,8533935375.360001
2025-12-18,379.57,372.0,380.95,370.01,29639283.0,11025813276.0
2025-12-19,374.08,374.0,377.68,370.8,17559945.0,6567419430.0
2025-12-22,376.0,371.84,377.99,368.1,25493538.0,9479517169.92
2025-12-23,372.0,378.1,380.5,371.6,23604086.0,8924704916.6
2025-12-24,378.08,375.6,378.08,372.0,21088387.0,7920798157.200001
2025-12-25,374.21,373.01,374.21,369.12,20343144.0,7588196143.44
