date,open,close,high,low,volume,amount
2026-03-25,4.08,4.12,4.14,4.07,86515580.0,356444189.6
2026-03-26,4.1,4.04,4.14,4.03,84825892.0,342696603.68
2026-03-27,4.01,4.06,4.07,3.98,65723062.0,266835631.71999997
2026-03-30,4.0,4.01,4.03,3.96,94848143.0,380341053.43
2026-03-31,4.02,3.99,4.08,3.98,98965738.0,394873294.62
2026-04-01,4.04,4.04,4.07,3.99,106846990.0,431661839.6
2026-04-02,4.01,3.92,4.02,3.91,123161080.0,482791433.59999996
2026-04-03,3.92,3.82,3.93,3.8,103542099.0,395530818.18
2026-04-07,3.8,3.81,3.82,3.76,73291118.0,279239159.58
2026-04-08,3.85,3.95,3.98,3.84,122020932.0,481982681.40000004
2026-04-09,3.9,3.87,3.91,3.85,85780318.0,331969830.66
2026-04-10,3.87,3.89,3.94,3.87,76262242.0,296660121.38
2026-04-13,3.85,3.91,3.92,3.84,81101407.0,317106501.37
2026-04-14,3.93,4.02,4.04,3.91,182275641.0,732748076.8199999
2026-04-15,4.01,3.97,4.05,3.95,117129943.0,465005873.71000004
2026-04-16,3.97,3.96,4.0,3.94,68900633.0,272846506.68
2026-04-17,3.96,3.96,4.02,3.94,98442449.0,389832098.04
2026-04-20,3.94,3.93,3.95,3.89,80578596.0,316673882.28000003
2026-04-21,3.92,3.9,3.95,3.89,72886895.0,284258890.5
2026-04-22,3.92,3.88,3.92,3.86,76465405.0,296685771.4
2026-04-23,3.87,3.81,3.88,3.81,106038485.0,404006627.85
2026-04-24,3.8,3.75,3.81,3.74,90444334.0,339166252.5
2026-04-27,3.76,3.73,3.76,3.7,79930234.0,298139772.82
2026-04-28,3.73,3.75,3.81,3.72,91510010.0,343162537.5
